#1
# columns: time damper_command
double G36_cooling_only_controller_damper_command(1441,2)
12000.0 0.0009867280680442823
12060.0 0.0032624797686533454
12120.0 0.006010126356244459
12180.0 0.009232623932759474
12240.0 0.01293284723686796
12300.0 0.01711358915139522
12360.0 0.02177756022477636
12420.0 0.02692738820661804
12480.0 0.032565617597446486
12540.0 0.03869470921272106
12600.0 0.0453170397611858
12660.0 0.05243490143763295
12720.0 0.0600505015301467
12780.0 0.06816596204189618
12840.0 0.07678331932754093
12900.0 0.08590452374431193
12960.0 0.09553143931782825
13020.0 0.10566584342270564
13080.0 0.11630942647801253
13140.0 0.12746379165762528
13200.0 0.13913045461553308
13260.0 0.1513108432261377
13320.0 0.16400629733959546
13380.0 0.17721806855224015
13440.0 0.19094731999212852
13500.0 0.20519512611974436
13560.0 0.21996247254389537
13620.0 0.235250255852834
13680.0 0.2510592834606318
13740.0 0.26739027346883293
13800.0 0.2842438545434113
13860.0 0.30162056580705204
13920.0 0.31952085674677544
13980.0 0.3379450871369194
14040.0 0.3568935269774948
14100.0 0.3763663564479214
14160.0 0.39636366587615557
14220.0 0.4168854557232129
14280.0 0.43793163658308926
14340.0 0.45950202919808
14400.0 0.48159636448949517
14460.0 0.504214283603764
14520.0 0.5273553379739236
14580.0 0.5510189893964776
14640.0 0.5752046101236155
14700.0 0.599911482970773
14760.0 0.6251388014395192
14820.0 0.6508856698557445
14880.0 0.6771511035231308
14940.0 0.7039340288918738
15000.0 0.7312332837426301
15060.0 0.7590476173856577
15120.0 0.7873756908751152
15180.0 0.8162160772384832
15240.0 0.8455672617210688
15300.0 0.8754276420455509
15360.0 0.9057955286865222
15420.0 0.9366691451599809
15480.0 0.9680466283277218
15540.0 0.9999260287165757
15600.0 1.0
15660.0 1.0
15720.0 1.0
15780.0 1.0
15840.0 1.0
15900.0 1.0
15960.0 1.0
16020.0 1.0
16080.0 1.0
16140.0 1.0
16200.0 1.0
16260.0 1.0
16320.0 1.0
16380.0 1.0
16440.0 1.0
16500.0 1.0
16560.0 1.0
16620.0 1.0
16680.0 1.0
16740.0 1.0
16800.0 1.0
16860.0 1.0
16920.0 1.0
16980.0 1.0
17040.0 1.0
17100.0 1.0
17160.0 1.0
17220.0 1.0
17280.0 1.0
17340.0 1.0
17400.0 1.0
17460.0 1.0
17520.0 1.0
17580.0 1.0
17640.0 1.0
17700.0 1.0
17760.0 1.0
17820.0 1.0
17880.0 1.0
17940.0 1.0
18000.0 1.0
18060.0 1.0
18120.0 1.0
18180.0 1.0
18240.0 1.0
18300.0 1.0
18360.0 1.0
18420.0 1.0
18480.0 1.0
18540.0 1.0
18600.0 1.0
18660.0 1.0
18720.0 1.0
18780.0 1.0
18840.0 1.0
18900.0 0.01146868473610596
18960.0 0.06616766035678351
19020.0 0.12112593382631026
19080.0 0.17633751522449306
19140.0 0.2317963712281289
19200.0 0.28749642614478416
19260.0 0.34343156295383337
19320.0 0.3995956243545789
19380.0 0.4559824138212728
19440.0 0.5125856966648596
19500.0 0.5693992011012585
19560.0 0.6264166193260005
19620.0 0.6836316085950391
19680.0 0.7410377923115463
19740.0 0.7986287611185099
19800.0 0.8563980739969435
19860.0 0.9143392593695224
19920.0 0.9724458162094549
19980.0 1.0
20040.0 1.0
20100.0 1.0
20160.0 1.0
20220.0 1.0
20280.0 1.0
20340.0 1.0
20400.0 1.0
20460.0 1.0
20520.0 1.0
20580.0 1.0
20640.0 1.0
20700.0 1.0
20760.0 1.0
20820.0 1.0
20880.0 1.0
20940.0 1.0
21000.0 1.0
21060.0 1.0
21120.0 1.0
21180.0 1.0
21240.0 1.0
21300.0 1.0
21360.0 1.0
21420.0 1.0
21480.0 1.0
21540.0 1.0
21600.0 1.0
21660.0 1.0
21720.0 1.0
21780.0 1.0
21840.0 1.0
21900.0 1.0
21960.0 1.0
22020.0 1.0
22080.0 1.0
22140.0 1.0
22200.0 1.0
22260.0 1.0
22320.0 1.0
22380.0 1.0
22440.0 1.0
22500.0 1.0
22560.0 1.0
22620.0 1.0
22680.0 1.0
22740.0 1.0
22800.0 1.0
22860.0 1.0
22920.0 1.0
22980.0 1.0
23040.0 1.0
23100.0 1.0
23160.0 1.0
23220.0 1.0
23280.0 1.0
23340.0 1.0
23400.0 1.0
23460.0 1.0
23520.0 1.0
23580.0 1.0
23640.0 1.0
23700.0 1.0
23760.0 1.0
23820.0 1.0
23880.0 1.0
23940.0 1.0
24000.0 1.0
24060.0 1.0
24120.0 1.0
24180.0 1.0
24240.0 1.0
24300.0 1.0
24360.0 1.0
24420.0 1.0
24480.0 1.0
24540.0 1.0
24600.0 1.0
24660.0 1.0
24720.0 1.0
24780.0 1.0
24840.0 1.0
24900.0 1.0
24960.0 1.0
25020.0 1.0
25080.0 1.0
25140.0 1.0
25200.0 1.0
25260.0 1.0
25320.0 1.0
25380.0 1.0
25440.0 1.0
25500.0 1.0
25560.0 1.0
25620.0 1.0
25680.0 1.0
25740.0 1.0
25800.0 1.0
25860.0 1.0
25920.0 1.0
25980.0 1.0
26040.0 1.0
26100.0 1.0
26160.0 1.0
26220.0 1.0
26280.0 1.0
26340.0 1.0
26400.0 1.0
26460.0 1.0
26520.0 1.0
26580.0 1.0
26640.0 1.0
26700.0 1.0
26760.0 1.0
26820.0 1.0
26880.0 1.0
26940.0 1.0
27000.0 1.0
27060.0 1.0
27120.0 1.0
27180.0 1.0
27240.0 1.0
27300.0 1.0
27360.0 1.0
27420.0 1.0
27480.0 1.0
27540.0 1.0
27600.0 1.0
27660.0 1.0
27720.0 1.0
27780.0 1.0
27840.0 1.0
27900.0 1.0
27960.0 1.0
28020.0 1.0
28080.0 1.0
28140.0 1.0
28200.0 1.0
28260.0 1.0
28320.0 1.0
28380.0 1.0
28440.0 1.0
28500.0 1.0
28560.0 1.0
28620.0 1.0
28680.0 1.0
28740.0 1.0
28800.0 1.0
28860.0 1.0
28920.0 1.0
28980.0 1.0
29040.0 1.0
29100.0 1.0
29160.0 1.0
29220.0 1.0
29280.0 1.0
29340.0 1.0
29400.0 1.0
29460.0 1.0
29520.0 1.0
29580.0 1.0
29640.0 1.0
29700.0 1.0
29760.0 1.0
29820.0 1.0
29880.0 1.0
29940.0 1.0
30000.0 1.0
30060.0 1.0
30120.0 1.0
30180.0 1.0
30240.0 1.0
30300.0 1.0
30360.0 1.0
30420.0 1.0
30480.0 1.0
30540.0 1.0
30600.0 1.0
30660.0 1.0
30720.0 1.0
30780.0 1.0
30840.0 1.0
30900.0 1.0
30960.0 1.0
31020.0 1.0
31080.0 1.0
31140.0 1.0
31200.0 0.9989517538030721
31260.0 0.9966931365876617
31320.0 0.9940003174168003
31380.0 0.9908771845882298
31440.0 0.9873277001317222
31500.0 0.9833558991302062
31560.0 0.9789658890283759
31620.0 0.9741618489289026
31680.0 0.9689480288763653
31740.0 0.9633287491290292
31800.0 0.9573083994185905
31860.0 0.950891438198019
31920.0 0.9440823918776249
31980.0 0.936885854049482
32040.0 0.9293064847003388
32100.0 0.9213490094131545
32160.0 0.9130182185573938
32220.0 0.9043189664682229
32280.0 0.8952561706147426
32340.0 0.8858348107574073
32400.0 0.8760599280947666
32460.0 0.8659366243996833
32520.0 0.8554700611451705
32580.0 0.8446654586199994
32640.0 0.8335280950342302
32700.0 0.8220633056148178
32760.0 0.8102764816914481
32820.0 0.7981730697727611
32880.0 0.7857585706131204
32940.0 0.7730385382700867
33000.0 0.7600185791527589
33060.0 0.7467043510611445
33120.0 0.7331015622167247
33180.0 0.7192159702843806
33240.0 0.7050533813858461
33300.0 0.6906196491048595
33360.0 0.6759206734841818
33420.0 0.6609624000146551
33480.0 0.6457508186164724
33540.0 0.6302919626128366
33600.0 0.6145919076961813
33660.0 0.598656770887132
33720.0 0.5824927094863864
33780.0 0.5661059200196925
33840.0 0.5495026371761056
33900.0 0.5326891327397069
33960.0 0.5156717145149649
34020.0 0.4984567252459263
34080.0 0.4810505415294192
34140.0 0.46345957272245564
34200.0 0.4456902598440221
34260.0 0.42774907447144306
34320.0 0.40964251763151066
34380.0 0.39137711868656605
34440.0 0.37295943421572775
34500.0 0.3543960468914554
34560.0 0.3356935643516415
34620.0 0.3168586180674288
34680.0 0.2978978622069401
34740.0 0.27881797249512147
34800.0 0.2596256450698914
34860.0 0.24032759533479142
34920.0 0.2209305568083368
34980.0 0.20144127997026262
35040.0 0.1818665311048635
35100.0 0.1622130911416263
35160.0 0.14248775449335221
35220.0 0.12269732789196955
35280.0 0.10284862922223434
35340.0 0.08294848635352237
35400.0 0.06300373596990749
35460.0 0.04302122239873196
35520.0 0.023007796437865435
35580.0 0.002970314181856823
35640.0 0.0
35700.0 0.0
35760.0 0.0
35820.0 0.0
35880.0 0.0
35940.0 0.0
36000.0 0.0
36060.0 0.0
36120.0 0.0
36180.0 0.0
36240.0 0.0
36300.0 0.0
36360.0 0.0
36420.0 0.0
36480.0 0.0
36540.0 0.0
36600.0 0.0
36660.0 0.0
36720.0 0.0
36780.0 0.0
36840.0 0.0
36900.0 0.0
36960.0 0.0
37020.0 0.0
37080.0 0.0
37140.0 0.0
37200.0 0.0
37260.0 0.0
37320.0 0.0
37380.0 0.0
37440.0 0.0
37500.0 0.0
37560.0 0.0
37620.0 0.0
37680.0 0.0
37740.0 0.0
37800.0 0.0
37860.0 0.0
37920.0 0.0
37980.0 0.0
38040.0 0.0
38100.0 0.0
38160.0 0.0
38220.0 0.0
38280.0 0.0
38340.0 0.0
38400.0 0.0
38460.0 0.0
38520.0 0.0
38580.0 0.0
38640.0 0.0
38700.0 0.0
38760.0 0.0
38820.0 0.0
38880.0 0.0
38940.0 0.0
39000.0 0.0
39060.0 0.0
39120.0 0.0
39180.0 0.0
39240.0 0.0
39300.0 0.0
39360.0 0.0
39420.0 0.0
39480.0 0.0
39540.0 0.0
39600.0 0.0
39660.0 0.0
39720.0 0.0
39780.0 0.0
39840.0 0.0
39900.0 0.0
39960.0 0.0
40020.0 0.0
40080.0 0.0
40140.0 0.0
40200.0 0.0
40260.0 0.0
40320.0 0.0
40380.0 0.0
40440.0 0.0
40500.0 0.0
40560.0 0.0
40620.0 0.0
40680.0 0.0
40740.0 0.0
40800.0 0.0
40860.0 0.0
40920.0 0.0
40980.0 0.0
41040.0 0.0
41100.0 0.0
41160.0 0.0
41220.0 0.0
41280.0 0.0
41340.0 0.0
41400.0 0.0
41460.0 0.0
41520.0 0.0
41580.0 0.0
41640.0 0.0
41700.0 0.0
41760.0 0.0
41820.0 0.0
41880.0 0.0
41940.0 0.0
42000.0 0.0
42060.0 0.0
42120.0 0.0
42180.0 0.0
42240.0 0.0
42300.0 0.0
42360.0 0.0
42420.0 0.0
42480.0 0.0
42540.0 0.11532523503715972
42600.0 0.1321788161117381
42660.0 0.14955552737537892
42720.0 0.16745581831510226
42780.0 0.1858800487052464
42840.0 0.2048284885458215
42900.0 0.22430131801624809
42960.0 0.2442986274444822
43020.0 0.2648204172915395
43080.0 0.2858665981514158
43140.0 0.3074369907664066
43200.0 0.32953132605782176
43260.0 0.3521492451720907
43320.0 0.3752902995422502
43380.0 0.39895395096480424
43440.0 0.42313957169194205
43500.0 0.44784644453909966
43560.0 0.47307376300784576
43620.0 0.49882063142407107
43680.0 0.5250860650914574
43740.0 0.5518689904602003
43800.0 0.5791682453109567
43860.0 0.6069825789539842
43920.0 0.6353106524434418
43980.0 0.6641510388068099
44040.0 0.6935022232893955
44100.0 0.7233626036138776
44160.0 0.753730490254849
44220.0 0.7846041067283078
44280.0 0.8159815898960487
44340.0 0.8478609902849021
44400.0 0.8802402724207674
44460.0 0.913117315177379
44520.0 0.9464899121397516
44580.0 0.9803557719822382
44640.0 1.0
44700.0 1.0
44760.0 1.0
44820.0 1.0
44880.0 1.0
44940.0 1.0
45000.0 1.0
45060.0 1.0
45120.0 1.0
45180.0 1.0
45240.0 1.0
45300.0 1.0
45360.0 1.0
45420.0 1.0
45480.0 1.0
45540.0 1.0
45600.0 1.0
45660.0 1.0
45720.0 1.0
45780.0 1.0
45840.0 1.0
45900.0 1.0
45960.0 1.0
46020.0 1.0
46080.0 1.0
46140.0 1.0
46200.0 1.0
46260.0 1.0
46320.0 1.0
46380.0 1.0
46440.0 1.0
46500.0 1.0
46560.0 1.0
46620.0 1.0
46680.0 1.0
46740.0 1.0
46800.0 1.0
46860.0 1.0
46920.0 1.0
46980.0 1.0
47040.0 1.0
47100.0 1.0
47160.0 1.0
47220.0 1.0
47280.0 1.0
47340.0 1.0
47400.0 1.0
47460.0 1.0
47520.0 1.0
47580.0 1.0
47640.0 1.0
47700.0 1.0
47760.0 1.0
47820.0 1.0
47880.0 1.0
47940.0 1.0
48000.0 1.0
48060.0 1.0
48120.0 1.0
48180.0 1.0
48240.0 1.0
48300.0 1.0
48360.0 1.0
48420.0 1.0
48480.0 1.0
48540.0 1.0
48600.0 1.0
48660.0 1.0
48720.0 1.0
48780.0 1.0
48840.0 1.0
48900.0 1.0
48960.0 1.0
49020.0 1.0
49080.0 1.0
49140.0 1.0
49200.0 1.0
49260.0 1.0
49320.0 1.0
49380.0 1.0
49440.0 1.0
49500.0 1.0
49560.0 1.0
49620.0 1.0
49680.0 1.0
49740.0 1.0
49800.0 1.0
49860.0 1.0
49920.0 1.0
49980.0 1.0
50040.0 1.0
50100.0 1.0
50160.0 1.0
50220.0 1.0
50280.0 1.0
50340.0 1.0
50400.0 1.0
50460.0 1.0
50520.0 1.0
50580.0 1.0
50640.0 1.0
50700.0 1.0
50760.0 1.0
50820.0 1.0
50880.0 1.0
50940.0 1.0
51000.0 1.0
51060.0 1.0
51120.0 1.0
51180.0 1.0
51240.0 1.0
51300.0 1.0
51360.0 1.0
51420.0 1.0
51480.0 1.0
51540.0 1.0
51600.0 1.0
51660.0 1.0
51720.0 1.0
51780.0 1.0
51840.0 1.0
51900.0 1.0
51960.0 1.0
52020.0 1.0
52080.0 1.0
52140.0 1.0
52200.0 1.0
52260.0 1.0
52320.0 1.0
52380.0 1.0
52440.0 1.0
52500.0 1.0
52560.0 1.0
52620.0 1.0
52680.0 1.0
52740.0 1.0
52800.0 1.0
52860.0 1.0
52920.0 1.0
52980.0 1.0
53040.0 1.0
53100.0 1.0
53160.0 1.0
53220.0 1.0
53280.0 1.0
53340.0 1.0
53400.0 1.0
53460.0 1.0
53520.0 1.0
53580.0 1.0
53640.0 1.0
53700.0 1.0
53760.0 1.0
53820.0 1.0
53880.0 1.0
53940.0 1.0
54000.0 1.0
54060.0 1.0
54120.0 1.0
54180.0 1.0
54240.0 1.0
54300.0 1.0
54360.0 1.0
54420.0 1.0
54480.0 1.0
54540.0 1.0
54600.0 1.0
54660.0 1.0
54720.0 1.0
54780.0 1.0
54840.0 1.0
54900.0 1.0
54960.0 1.0
55020.0 1.0
55080.0 1.0
55140.0 1.0
55200.0 1.0
55260.0 1.0
55320.0 1.0
55380.0 1.0
55440.0 1.0
55500.0 1.0
55560.0 1.0
55620.0 1.0
55680.0 1.0
55740.0 1.0
55800.0 1.0
55860.0 1.0
55920.0 1.0
55980.0 1.0
56040.0 1.0
56100.0 1.0
56160.0 1.0
56220.0 1.0
56280.0 1.0
56340.0 1.0
56400.0 1.0
56460.0 1.0
56520.0 1.0
56580.0 1.0
56640.0 1.0
56700.0 1.0
56760.0 1.0
56820.0 1.0
56880.0 1.0
56940.0 1.0
57000.0 1.0
57060.0 1.0
57120.0 1.0
57180.0 1.0
57240.0 1.0
57300.0 1.0
57360.0 1.0
57420.0 1.0
57480.0 1.0
57540.0 1.0
57600.0 1.0
57660.0 1.0
57720.0 1.0
57780.0 1.0
57840.0 1.0
57900.0 1.0
57960.0 1.0
58020.0 1.0
58080.0 1.0
58140.0 1.0
58200.0 1.0
58260.0 1.0
58320.0 1.0
58380.0 1.0
58440.0 1.0
58500.0 1.0
58560.0 1.0
58620.0 1.0
58680.0 1.0
58740.0 1.0
58800.0 1.0
58860.0 1.0
58920.0 1.0
58980.0 1.0
59040.0 1.0
59100.0 1.0
59160.0 1.0
59220.0 1.0
59280.0 1.0
59340.0 1.0
59400.0 1.0
59460.0 1.0
59520.0 1.0
59580.0 1.0
59640.0 1.0
59700.0 1.0
59760.0 1.0
59820.0 1.0
59880.0 1.0
59940.0 1.0
60000.0 0.998951753803072
60060.0 0.9966931365876616
60120.0 0.9940003174168001
60180.0 0.9908771845882296
60240.0 0.987327700131722
60300.0 0.983355899130206
60360.0 0.9789658890283758
60420.0 0.9741618489289023
60480.0 0.9689480288763651
60540.0 0.963328749129029
60600.0 0.9573083994185904
60660.0 0.9508914381980189
60720.0 0.9440823918776249
60780.0 0.9368858540494819
60840.0 0.9293064847003387
60900.0 0.9213490094131543
60960.0 0.9130182185573937
61020.0 0.9043189664682227
61080.0 0.8952561706147426
61140.0 0.8858348107574072
61200.0 0.8760599280947665
61260.0 0.0
61320.0 0.0
61380.0 0.0
61440.0 0.0
61500.0 0.0
61560.0 0.0
61620.0 0.0
61680.0 0.0
61740.0 0.0
61800.0 0.0
61860.0 0.0
61920.0 0.0
61980.0 0.0
62040.0 0.0
62100.0 0.0
62160.0 0.0
62220.0 0.0
62280.0 0.0
62340.0 0.0
62400.0 0.0
62460.0 0.0
62520.0 0.0
62580.0 0.0
62640.0 0.0
62700.0 0.0
62760.0 0.0
62820.0 0.0
62880.0 0.0
62940.0 0.0
63000.0 0.0
63060.0 0.0
63120.0 0.0
63180.0 0.0
63240.0 0.0
63300.0 0.0
63360.0 0.0
63420.0 0.0
63480.0 0.0
63540.0 0.0
63600.0 0.0
63660.0 0.0
63720.0 0.0
63780.0 1.0
63840.0 1.0
63900.0 1.0
63960.0 1.0
64020.0 1.0
64080.0 1.0
64140.0 1.0
64200.0 1.0
64260.0 1.0
64320.0 1.0
64380.0 1.0
64440.0 1.0
64500.0 1.0
64560.0 1.0
64620.0 1.0
64680.0 1.0
64740.0 1.0
64800.0 1.0
64860.0 1.0
64920.0 1.0
64980.0 1.0
65040.0 1.0
65100.0 1.0
65160.0 1.0
65220.0 1.0
65280.0 1.0
65340.0 1.0
65400.0 1.0
65460.0 1.0
65520.0 1.0
65580.0 1.0
65640.0 1.0
65700.0 1.0
65760.0 1.0
65820.0 1.0
65880.0 1.0
65940.0 1.0
66000.0 1.0
66060.0 1.0
66120.0 1.0
66180.0 1.0
66240.0 1.0
66300.0 1.0
66360.0 1.0
66420.0 1.0
66480.0 1.0
66540.0 1.0
66600.0 1.0
66660.0 1.0
66720.0 1.0
66780.0 1.0
66840.0 1.0
66900.0 1.0
66960.0 1.0
67020.0 1.0
67080.0 1.0
67140.0 1.0
67200.0 1.0
67260.0 1.0
67320.0 1.0
67380.0 1.0
67440.0 1.0
67500.0 1.0
67560.0 1.0
67620.0 1.0
67680.0 1.0
67740.0 1.0
67800.0 1.0
67860.0 1.0
67920.0 1.0
67980.0 1.0
68040.0 1.0
68100.0 1.0
68160.0 1.0
68220.0 1.0
68280.0 1.0
68340.0 1.0
68400.0 1.0
68460.0 1.0
68520.0 1.0
68580.0 1.0
68640.0 1.0
68700.0 1.0
68760.0 1.0
68820.0 1.0
68880.0 1.0
68940.0 1.0
69000.0 1.0
69060.0 1.0
69120.0 1.0
69180.0 1.0
69240.0 1.0
69300.0 1.0
69360.0 1.0
69420.0 1.0
69480.0 1.0
69540.0 1.0
69600.0 1.0
69660.0 1.0
69720.0 1.0
69780.0 1.0
69840.0 1.0
69900.0 1.0
69960.0 1.0
70020.0 1.0
70080.0 1.0
70140.0 1.0
70200.0 1.0
70260.0 1.0
70320.0 1.0
70380.0 1.0
70440.0 1.0
70500.0 1.0
70560.0 1.0
70620.0 1.0
70680.0 1.0
70740.0 1.0
70800.0 1.0
70860.0 1.0
70920.0 1.0
70980.0 1.0
71040.0 1.0
71100.0 1.0
71160.0 1.0
71220.0 1.0
71280.0 1.0
71340.0 1.0
71400.0 1.0
71460.0 1.0
71520.0 1.0
71580.0 1.0
71640.0 1.0
71700.0 1.0
71760.0 1.0
71820.0 1.0
71880.0 1.0
71940.0 1.0
72000.0 1.0
72060.0 1.0
72120.0 1.0
72180.0 1.0
72240.0 1.0
72300.0 1.0
72360.0 1.0
72420.0 1.0
72480.0 1.0
72540.0 1.0
72600.0 1.0
72660.0 1.0
72720.0 1.0
72780.0 1.0
72840.0 1.0
72900.0 1.0
72960.0 1.0
73020.0 1.0
73080.0 1.0
73140.0 1.0
73200.0 1.0
73260.0 1.0
73320.0 1.0
73380.0 1.0
73440.0 1.0
73500.0 1.0
73560.0 1.0
73620.0 1.0
73680.0 1.0
73740.0 1.0
73800.0 1.0
73860.0 1.0
73920.0 1.0
73980.0 1.0
74040.0 1.0
74100.0 1.0
74160.0 1.0
74220.0 1.0
74280.0 1.0
74340.0 1.0
74400.0 1.0
74460.0 1.0
74520.0 1.0
74580.0 1.0
74640.0 1.0
74700.0 1.0
74760.0 1.0
74820.0 1.0
74880.0 1.0
74940.0 1.0
75000.0 1.0
75060.0 1.0
75120.0 1.0
75180.0 1.0
75240.0 1.0
75300.0 1.0
75360.0 1.0
75420.0 1.0
75480.0 1.0
75540.0 1.0
75600.0 1.0
75660.0 1.0
75720.0 1.0
75780.0 1.0
75840.0 1.0
75900.0 1.0
75960.0 1.0
76020.0 1.0
76080.0 1.0
76140.0 1.0
76200.0 1.0
76260.0 1.0
76320.0 1.0
76380.0 1.0
76440.0 1.0
76500.0 1.0
76560.0 1.0
76620.0 1.0
76680.0 1.0
76740.0 1.0
76800.0 1.0
76860.0 1.0
76920.0 1.0
76980.0 1.0
77040.0 1.0
77100.0 1.0
77160.0 1.0
77220.0 1.0
77280.0 1.0
77340.0 1.0
77400.0 1.0
77460.0 1.0
77520.0 1.0
77580.0 1.0
77640.0 1.0
77700.0 1.0
77760.0 1.0
77820.0 1.0
77880.0 1.0
77940.0 1.0
78000.0 1.0
78060.0 1.0
78120.0 1.0
78180.0 1.0
78240.0 1.0
78300.0 1.0
78360.0 1.0
78420.0 1.0
78480.0 1.0
78540.0 1.0
78600.0 1.0
78660.0 1.0
78720.0 1.0
78780.0 1.0
78840.0 1.0
78900.0 1.0
78960.0 1.0
79020.0 1.0
79080.0 1.0
79140.0 1.0
79200.0 1.0
79260.0 1.0
79320.0 1.0
79380.0 1.0
79440.0 1.0
79500.0 1.0
79560.0 1.0
79620.0 1.0
79680.0 1.0
79740.0 1.0
79800.0 1.0
79860.0 1.0
79920.0 1.0
79980.0 1.0
80040.0 1.0
80100.0 1.0
80160.0 1.0
80220.0 1.0
80280.0 1.0
80340.0 1.0
80400.0 1.0
80460.0 1.0
80520.0 1.0
80580.0 1.0
80640.0 1.0
80700.0 1.0
80760.0 1.0
80820.0 1.0
80880.0 1.0
80940.0 1.0
81000.0 1.0
81060.0 1.0
81120.0 1.0
81180.0 1.0
81240.0 1.0
81300.0 1.0
81360.0 1.0
81420.0 1.0
81480.0 1.0
81540.0 1.0
81600.0 1.0
81660.0 1.0
81720.0 1.0
81780.0 1.0
81840.0 1.0
81900.0 1.0
81960.0 1.0
82020.0 1.0
82080.0 1.0
82140.0 1.0
82200.0 1.0
82260.0 1.0
82320.0 1.0
82380.0 1.0
82440.0 1.0
82500.0 1.0
82560.0 1.0
82620.0 1.0
82680.0 1.0
82740.0 1.0
82800.0 1.0
82860.0 1.0
82920.0 1.0
82980.0 1.0
83040.0 1.0
83100.0 1.0
83160.0 1.0
83220.0 1.0
83280.0 1.0
83340.0 1.0
83400.0 1.0
83460.0 1.0
83520.0 1.0
83580.0 1.0
83640.0 1.0
83700.0 1.0
83760.0 1.0
83820.0 1.0
83880.0 1.0
83940.0 1.0
84000.0 1.0
84060.0 1.0
84120.0 1.0
84180.0 1.0
84240.0 1.0
84300.0 1.0
84360.0 1.0
84420.0 1.0
84480.0 1.0
84540.0 1.0
84600.0 1.0
84660.0 1.0
84720.0 1.0
84780.0 1.0
84840.0 1.0
84900.0 1.0
84960.0 1.0
85020.0 1.0
85080.0 1.0
85140.0 1.0
85200.0 1.0
85260.0 1.0
85320.0 1.0
85380.0 1.0
85440.0 1.0
85500.0 1.0
85560.0 1.0
85620.0 1.0
85680.0 1.0
85740.0 1.0
85800.0 1.0
85860.0 1.0
85920.0 1.0
85980.0 1.0
