#1
# columns: time airflow_setpoint
double G36_cooling_only_controller_airflow_setpoint(1441,2)
24600.0 1.5
24660.0 1.5
24720.0 1.5
24780.0 1.5
24840.0 1.5
24900.0 1.5
24960.0 1.5
25020.0 1.5
25080.0 1.5
25140.0 1.5
25200.0 1.5
25260.0 1.5
25320.0 1.5
25380.0 1.5
25440.0 1.5
25500.0 1.5
25560.0 1.5
25620.0 1.5
25680.0 1.5
25740.0 1.5
25800.0 1.5
25860.0 1.5
25920.0 1.5
25980.0 1.5
26040.0 1.5
26100.0 1.5
26160.0 1.5
26220.0 1.5
26280.0 1.5
26340.0 1.5
26400.0 1.5
26460.0 1.5
26520.0 1.5
26580.0 1.5
26640.0 1.5
26700.0 1.5
26760.0 1.5
26820.0 1.5
26880.0 1.5
26940.0 1.5
27000.0 1.5
27060.0 1.5
27120.0 1.5
27180.0 1.5
27240.0 1.5
27300.0 1.5
27360.0 1.5
27420.0 1.5
27480.0 1.5
27540.0 1.5
27600.0 1.5
27660.0 1.5
27720.0 1.5
27780.0 1.5
27840.0 1.5
27900.0 1.5
27960.0 1.5
28020.0 1.5
28080.0 1.5
28140.0 1.5
28200.0 1.5
28260.0 1.5
28320.0 1.5
28380.0 1.5
28440.0 1.5
28500.0 1.5
28560.0 1.5
28620.0 1.5
28680.0 1.5
28740.0 1.5
28800.0 1.5
28860.0 1.5
28920.0 1.5
28980.0 1.5
29040.0 1.5
29100.0 1.5
29160.0 1.5
29220.0 1.5
29280.0 1.5
29340.0 1.5
29400.0 1.5
29460.0 1.5
29520.0 1.5
29580.0 1.5
29640.0 1.5
29700.0 1.5
29760.0 1.5
29820.0 1.5
29880.0 1.5
29940.0 1.5
30000.0 1.5
30060.0 1.5
30120.0 1.5
30180.0 1.5
30240.0 1.5
30300.0 1.5
30360.0 1.5
30420.0 1.5
30480.0 1.5
30540.0 1.5
30600.0 1.5
30660.0 1.5
30720.0 1.5
30780.0 1.5
30840.0 1.5
30900.0 1.5
30960.0 1.5
31020.0 1.5
31080.0 1.5
31140.0 1.5
31200.0 1.5
31260.0 1.5
31320.0 1.5
31380.0 1.5
31440.0 1.5
31500.0 1.5
31560.0 1.5
31620.0 1.5
31680.0 1.5
31740.0 1.5
31800.0 1.5
31860.0 1.5
31920.0 1.5
31980.0 1.5
32040.0 1.5
32100.0 1.5
32160.0 1.5
32220.0 1.5
32280.0 1.5
32340.0 1.5
32400.0 1.5
32460.0 1.5
32520.0 1.5
32580.0 1.5
32640.0 1.5
32700.0 1.5
32760.0 1.5
32820.0 1.5
32880.0 1.5
32940.0 1.5
33000.0 1.5
33060.0 1.5
33120.0 1.5
33180.0 1.5
33240.0 1.5
33300.0 1.5
33360.0 1.5
33420.0 1.5
33480.0 1.5
33540.0 1.5
33600.0 1.5
33660.0 1.5
33720.0 1.5
33780.0 1.5
33840.0 1.5
33900.0 1.5
33960.0 1.5
34020.0 1.5
34080.0 1.5
34140.0 1.5
34200.0 1.5
34260.0 1.5
34320.0 1.5
34380.0 1.5
34440.0 1.5
34500.0 1.5
34560.0 1.5
34620.0 1.5
34680.0 1.5
34740.0 1.5
34800.0 1.5
34860.0 1.5
34920.0 1.5
34980.0 1.5
35040.0 1.5
35100.0 1.5
35160.0 1.5
35220.0 1.5
35280.0 1.5
35340.0 1.5
35400.0 1.5
35460.0 1.5
35520.0 1.5
35580.0 1.5
35640.0 1.5
35700.0 1.5
35760.0 1.5
35820.0 1.5
35880.0 1.5
35940.0 1.5
36000.0 1.5
36060.0 1.5
36120.0 1.5
36180.0 1.5
36240.0 1.5
36300.0 1.5
36360.0 1.5
36420.0 1.5
36480.0 1.5
36540.0 1.5
36600.0 1.5
36660.0 1.5
36720.0 1.5
36780.0 1.5
36840.0 1.5
36900.0 1.5
36960.0 1.5
37020.0 1.5
37080.0 1.5
37140.0 1.5
37200.0 1.5
37260.0 1.5
37320.0 1.5
37380.0 1.5
37440.0 1.5
37500.0 0.0
37560.0 0.0
37620.0 0.0
37680.0 0.0
37740.0 0.0
37800.0 0.0
37860.0 0.0
37920.0 0.0
37980.0 0.0
38040.0 0.0
38100.0 0.0
38160.0 0.0
38220.0 0.0
38280.0 0.0
38340.0 0.0
38400.0 0.0
38460.0 0.0
38520.0 0.0
38580.0 0.0
38640.0 0.0
38700.0 0.0
38760.0 0.0
38820.0 0.0
38880.0 0.0
38940.0 0.0
39000.0 0.0
39060.0 0.0
39120.0 0.0
39180.0 0.0
39240.0 0.0
39300.0 0.0
39360.0 0.0
39420.0 0.0
39480.0 0.0
39540.0 0.0
39600.0 0.0
39660.0 0.0
39720.0 0.0
39780.0 0.0
39840.0 0.0
39900.0 0.0
39960.0 0.0
40020.0 0.0
40080.0 0.0
40140.0 0.0
40200.0 0.0
40260.0 0.0
40320.0 0.0
40380.0 0.0
40440.0 0.0
40500.0 0.0
40560.0 0.0
40620.0 0.0
40680.0 0.0
40740.0 0.0
40800.0 0.0
40860.0 0.0
40920.0 0.0
40980.0 0.0
41040.0 0.0
41100.0 0.0
41160.0 0.0
41220.0 0.0
41280.0 0.0
41340.0 0.0
41400.0 0.0
41460.0 0.0
41520.0 0.0
41580.0 0.0
41640.0 0.0
41700.0 0.0
41760.0 0.0
41820.0 0.0
41880.0 0.0
41940.0 0.0
42000.0 0.0
42060.0 0.0
42120.0 0.0
42180.0 0.0
42240.0 0.0
42300.0 0.0
42360.0 0.0
42420.0 0.0
42480.0 0.0
42540.0 1.5
42600.0 1.5
42660.0 1.5
42720.0 1.5
42780.0 1.5
42840.0 1.5
42900.0 1.5
42960.0 1.5
43020.0 1.5
43080.0 1.5
43140.0 1.5
43200.0 1.5
43260.0 1.5
43320.0 1.5
43380.0 1.5
43440.0 1.5
43500.0 1.5
43560.0 1.5
43620.0 1.5
43680.0 1.5
43740.0 1.5
43800.0 1.5
43860.0 1.5
43920.0 1.5
43980.0 1.5
44040.0 1.5
44100.0 1.5
44160.0 1.5
44220.0 1.5
44280.0 1.5
44340.0 1.5
44400.0 1.5
44460.0 1.5
44520.0 1.5
44580.0 1.5
44640.0 1.5
44700.0 1.5
44760.0 1.5
44820.0 1.5
44880.0 1.5
44940.0 1.5
45000.0 1.5
45060.0 1.5
45120.0 1.5
45180.0 1.5
45240.0 1.5
45300.0 1.5
45360.0 1.5
45420.0 1.5
45480.0 1.5
45540.0 1.5
45600.0 1.5
45660.0 1.5
45720.0 1.5
45780.0 1.5
45840.0 1.5
45900.0 1.5
45960.0 1.5
46020.0 1.5
46080.0 1.5
46140.0 1.5
46200.0 1.5
46260.0 1.5
46320.0 1.5
46380.0 1.5
46440.0 1.5
46500.0 1.5
46560.0 1.5
46620.0 1.5
46680.0 1.5
46740.0 1.5
46800.0 1.5
46860.0 1.5
46920.0 1.5
46980.0 1.5
47040.0 1.5
47100.0 1.5
47160.0 1.5
47220.0 1.5
47280.0 1.5
47340.0 1.5
47400.0 1.5
47460.0 1.5
47520.0 1.5
47580.0 1.5
47640.0 1.5
47700.0 1.5
47760.0 1.5
47820.0 1.5
47880.0 1.5
47940.0 1.5
48000.0 1.5
48060.0 1.5
48120.0 1.5
48180.0 1.5
48240.0 1.5
48300.0 1.5
48360.0 1.5
48420.0 1.5
48480.0 1.5
48540.0 1.5
48600.0 1.5
48660.0 1.5
48720.0 1.5
48780.0 1.5
48840.0 1.5
48900.0 1.5
48960.0 1.5
49020.0 1.5
49080.0 1.5
49140.0 1.5
49200.0 1.5
49260.0 1.5
49320.0 1.5
49380.0 1.5
49440.0 1.5
49500.0 1.5
49560.0 1.5
49620.0 1.5
49680.0 1.5
49740.0 1.5
49800.0 1.5
49860.0 1.5
49920.0 1.5
49980.0 1.5
50040.0 1.5
50100.0 1.5
50160.0 1.5
50220.0 1.5
50280.0 1.5
50340.0 1.5
50400.0 1.5
50460.0 1.5
50520.0 1.5
50580.0 1.5
50640.0 1.5
50700.0 1.5
50760.0 1.5
50820.0 1.5
50880.0 1.5
50940.0 1.5
51000.0 1.5
51060.0 1.5
51120.0 1.5
51180.0 1.5
51240.0 1.5
51300.0 1.5
51360.0 1.5
51420.0 1.5
51480.0 1.5
51540.0 1.5
51600.0 1.5
51660.0 1.5
51720.0 1.5
51780.0 1.5
51840.0 1.5
51900.0 1.5
51960.0 1.5
52020.0 1.5
52080.0 1.5
52140.0 1.5
52200.0 1.5
52260.0 1.5
52320.0 1.5
52380.0 1.5
52440.0 1.5
52500.0 1.5
52560.0 1.5
52620.0 1.5
52680.0 1.5
52740.0 1.5
52800.0 1.5
52860.0 1.5
52920.0 1.5
52980.0 1.5
53040.0 1.5
53100.0 1.5
53160.0 1.5
53220.0 1.5
53280.0 1.5
53340.0 1.5
53400.0 1.5
53460.0 1.5
53520.0 1.5
53580.0 1.5
53640.0 1.5
53700.0 1.5
53760.0 1.5
53820.0 1.5
53880.0 1.5
53940.0 1.5
54000.0 1.5
54060.0 1.5
54120.0 1.5
54180.0 1.5
54240.0 1.5
54300.0 1.5
54360.0 1.5
54420.0 1.5
54480.0 1.5
54540.0 1.5
54600.0 1.5
54660.0 1.5
54720.0 1.5
54780.0 1.5
54840.0 1.5
54900.0 1.5
54960.0 1.5
55020.0 1.5
55080.0 1.5
55140.0 1.5
55200.0 1.5
55260.0 1.5
55320.0 1.5
55380.0 1.5
55440.0 1.5
55500.0 1.5
55560.0 1.5
55620.0 1.5
55680.0 1.5
55740.0 1.5
55800.0 1.5
55860.0 1.5
55920.0 1.5
55980.0 1.5
56040.0 1.5
56100.0 1.5
56160.0 1.5
56220.0 1.5
56280.0 1.5
56340.0 1.5
56400.0 1.5
56460.0 1.5
56520.0 1.5
56580.0 1.5
56640.0 1.5
56700.0 1.5
56760.0 1.5
56820.0 1.5
56880.0 1.5
56940.0 1.5
57000.0 1.5
57060.0 1.5
57120.0 1.5
57180.0 1.5
57240.0 1.5
57300.0 1.5
57360.0 1.5
57420.0 1.5
57480.0 1.5
57540.0 1.5
57600.0 1.5
57660.0 1.5
57720.0 1.5
57780.0 1.5
57840.0 1.5
57900.0 1.5
57960.0 1.5
58020.0 1.5
58080.0 1.5
58140.0 1.5
58200.0 1.5
58260.0 1.5
58320.0 1.5
58380.0 1.5
58440.0 1.5
58500.0 1.5
58560.0 1.5
58620.0 1.5
58680.0 1.5
58740.0 1.5
58800.0 1.5
58860.0 1.5
58920.0 1.5
58980.0 1.5
59040.0 1.5
59100.0 1.5
59160.0 1.5
59220.0 1.5
59280.0 1.5
59340.0 1.5
59400.0 1.5
59460.0 1.5
59520.0 1.5
59580.0 1.5
59640.0 1.5
59700.0 1.5
59760.0 1.5
59820.0 1.5
59880.0 1.5
59940.0 1.5
60000.0 1.5
60060.0 1.5
60120.0 1.5
60180.0 1.5
60240.0 1.5
60300.0 1.5
60360.0 1.5
60420.0 1.5
60480.0 1.5
60540.0 1.5
60600.0 1.5
60660.0 1.5
60720.0 1.5
60780.0 1.5
60840.0 1.5
60900.0 1.5
60960.0 1.5
61020.0 1.5
61080.0 1.5
61140.0 1.5
61200.0 1.5
61260.0 1.5
61320.0 1.5
61380.0 1.5
61440.0 1.5
61500.0 1.5
61560.0 1.5
61620.0 1.5
61680.0 1.5
61740.0 1.5
61800.0 1.5
61860.0 1.5
61920.0 1.5
61980.0 1.5
62040.0 1.5
62100.0 1.5
62160.0 1.5
62220.0 1.5
62280.0 1.5
62340.0 1.5
62400.0 1.5
62460.0 1.5
62520.0 1.5
62580.0 1.5
62640.0 1.5
62700.0 1.5
62760.0 1.5
62820.0 1.5
62880.0 1.5
62940.0 1.5
63000.0 1.5
63060.0 1.5
63120.0 1.5
63180.0 1.5
63240.0 1.5
63300.0 1.5
63360.0 1.5
63420.0 1.5
63480.0 1.5
63540.0 1.5
63600.0 1.5
63660.0 1.5
63720.0 1.5
63780.0 1.5
63840.0 1.5
63900.0 1.5
63960.0 1.5
64020.0 1.5
64080.0 1.5
64140.0 1.5
64200.0 1.5
64260.0 1.5
64320.0 1.5
64380.0 1.5
64440.0 1.5
64500.0 1.5
64560.0 1.5
64620.0 1.5
64680.0 1.5
64740.0 1.5
64800.0 1.5
64860.0 1.5
64920.0 1.5
64980.0 1.5
65040.0 1.5
65100.0 1.5
65160.0 1.5
65220.0 1.5
65280.0 1.5
65340.0 1.5
65400.0 1.5
65460.0 1.5
65520.0 1.5
65580.0 1.5
65640.0 1.5
65700.0 1.5
65760.0 1.5
65820.0 1.5
65880.0 1.5
65940.0 1.5
66000.0 1.5
66060.0 1.5
66120.0 1.5
66180.0 1.5
66240.0 1.5
66300.0 1.5
66360.0 1.5
66420.0 1.5
66480.0 1.5
66540.0 1.5
66600.0 1.5
66660.0 1.5
66720.0 1.5
66780.0 1.5
66840.0 1.5
66900.0 1.5
66960.0 1.5
67020.0 1.5
67080.0 1.5
67140.0 1.5
67200.0 1.5
67260.0 1.5
67320.0 1.5
67380.0 1.5
67440.0 1.5
67500.0 1.5
67560.0 1.5
67620.0 1.5
67680.0 1.5
67740.0 1.5
67800.0 1.5
67860.0 1.5
67920.0 1.5
67980.0 1.5
68040.0 1.5
68100.0 1.5
68160.0 1.5
68220.0 1.5
68280.0 1.5
68340.0 1.5
68400.0 1.5
68460.0 1.5
68520.0 1.5
68580.0 1.5
68640.0 1.5
68700.0 1.5
68760.0 1.5
68820.0 1.5
68880.0 1.5
68940.0 1.5
69000.0 1.5
69060.0 1.5
69120.0 1.5
69180.0 1.5
69240.0 1.5
69300.0 1.5
69360.0 1.5
69420.0 1.5
69480.0 1.5
69540.0 1.5
69600.0 1.5
69660.0 1.5
69720.0 1.5
69780.0 1.5
69840.0 1.5
69900.0 1.5
69960.0 1.5
70020.0 1.5
70080.0 1.5
70140.0 1.5
70200.0 1.5
70260.0 1.5
70320.0 1.5
70380.0 1.5
70440.0 1.5
70500.0 1.5
70560.0 1.5
70620.0 1.5
70680.0 1.5
70740.0 1.5
70800.0 1.5
70860.0 1.5
70920.0 1.5
70980.0 1.5
71040.0 1.5
71100.0 1.5
71160.0 1.5
71220.0 1.5
71280.0 1.5
71340.0 1.5
71400.0 1.5
71460.0 1.5
71520.0 1.5
71580.0 1.5
71640.0 1.5
71700.0 1.5
71760.0 1.5
71820.0 1.5
71880.0 1.5
71940.0 1.5
72000.0 1.5
72060.0 1.5
72120.0 1.5
72180.0 1.5
72240.0 1.5
72300.0 1.5
72360.0 1.5
72420.0 1.5
72480.0 1.5
72540.0 1.5
72600.0 1.5
72660.0 1.5
72720.0 1.5
72780.0 1.5
72840.0 1.5
72900.0 1.5
72960.0 1.5
73020.0 1.5
73080.0 1.5
73140.0 1.5
73200.0 1.5
73260.0 1.5
73320.0 1.5
73380.0 1.5
73440.0 1.5
73500.0 1.5
73560.0 1.5
73620.0 1.5
73680.0 1.5
73740.0 1.5
73800.0 1.5
73860.0 1.5
73920.0 1.5
73980.0 1.5
74040.0 1.5
74100.0 1.5
74160.0 1.5
74220.0 1.5
74280.0 1.5
74340.0 1.5
74400.0 1.5
74460.0 1.5
74520.0 1.5
74580.0 1.5
74640.0 1.5
74700.0 1.5
74760.0 1.5
74820.0 1.5
74880.0 1.5
74940.0 1.5
75000.0 1.5
75060.0 1.5
75120.0 1.5
75180.0 1.5
75240.0 1.5
75300.0 1.5
75360.0 1.5
75420.0 1.5
75480.0 1.5
75540.0 1.5
75600.0 1.5
75660.0 1.5
75720.0 1.5
75780.0 1.5
75840.0 1.5
75900.0 1.5
75960.0 1.5
76020.0 1.5
76080.0 1.5
76140.0 1.5
76200.0 1.5
76260.0 1.5
76320.0 1.5
76380.0 1.5
76440.0 1.5
76500.0 1.5
76560.0 1.5
76620.0 1.5
76680.0 1.5
76740.0 1.5
76800.0 1.5
76860.0 1.5
76920.0 1.5
76980.0 1.5
77040.0 1.5
77100.0 1.5
77160.0 1.5
77220.0 1.5
77280.0 1.5
77340.0 1.5
77400.0 1.5
77460.0 1.5
77520.0 1.5
77580.0 1.5
77640.0 1.5
77700.0 1.5
77760.0 1.5
77820.0 1.5
77880.0 1.5
77940.0 1.5
78000.0 1.5
78060.0 1.5
78120.0 1.5
78180.0 1.5
78240.0 1.5
78300.0 1.5
78360.0 1.5
78420.0 1.5
78480.0 1.5
78540.0 1.5
78600.0 1.5
78660.0 1.5
78720.0 1.5
78780.0 1.5
78840.0 1.5
78900.0 1.5
78960.0 1.5
79020.0 1.5
79080.0 1.5
79140.0 1.5
79200.0 1.5
79260.0 1.5
79320.0 1.5
79380.0 1.5
79440.0 1.5
79500.0 1.5
79560.0 1.5
79620.0 1.5
79680.0 1.5
79740.0 1.5
79800.0 1.5
79860.0 1.5
79920.0 1.5
79980.0 1.5
80040.0 1.5
80100.0 1.5
80160.0 1.5
80220.0 1.5
80280.0 1.5
80340.0 1.5
80400.0 1.5
80460.0 1.5
80520.0 1.5
80580.0 1.5
80640.0 1.5
80700.0 1.5
80760.0 1.5
80820.0 1.5
80880.0 1.5
80940.0 1.5
81000.0 1.5
81060.0 1.5
81120.0 1.5
81180.0 1.5
81240.0 1.5
81300.0 1.5
81360.0 1.5
81420.0 1.5
81480.0 1.5
81540.0 1.5
81600.0 1.5
81660.0 1.5
81720.0 1.5
81780.0 1.5
81840.0 1.5
81900.0 1.5
81960.0 1.5
82020.0 1.5
82080.0 1.5
82140.0 1.5
82200.0 1.5
82260.0 1.5
82320.0 1.5
82380.0 1.5
82440.0 1.5
82500.0 1.5
82560.0 1.5
82620.0 1.5
82680.0 1.5
82740.0 1.5
82800.0 1.5
82860.0 1.5
82920.0 1.5
82980.0 1.5
83040.0 1.5
83100.0 1.5
83160.0 1.5
83220.0 1.5
83280.0 1.5
83340.0 1.5
83400.0 1.5
83460.0 1.5
83520.0 1.5
83580.0 1.5
83640.0 1.5
83700.0 1.5
83760.0 1.5
83820.0 1.5
83880.0 1.5
83940.0 1.5
84000.0 1.5
84060.0 1.5
84120.0 1.5
84180.0 1.5
84240.0 1.5
84300.0 1.5
84360.0 1.5
84420.0 1.5
84480.0 1.5
84540.0 1.5
84600.0 1.5
84660.0 1.5
84720.0 1.5
84780.0 1.5
84840.0 1.5
84900.0 1.5
84960.0 1.5
85020.0 1.5
85080.0 1.5
85140.0 1.5
85200.0 1.5
85260.0 1.5
85320.0 1.5
85380.0 1.5
85440.0 1.5
85500.0 1.5
85560.0 1.5
85620.0 1.5
85680.0 1.5
85740.0 1.5
85800.0 1.5
85860.0 1.5
85920.0 1.5
85980.0 1.5
86040.0 1.5
86100.0 1.5
86160.0 1.5
86220.0 1.5
86280.0 1.5
86340.0 1.5
86400.0 1.5
