#1
# columns: time window_status occupancy_status operating_mode co2_setpoint co2_concentration zone_temperature discharge_air_temperature adjusted_population_flow occupied_minimum_flow adjusted_area_flow minimum_outdoor_airflow
double G36_ventilation_zones_ashrae62_1_setpoints_reference(60,12)
1020.0 1.0 1.0 1.0 900.0 800.0 297.2 297.5 0.0025 1.0 0.006 0.010625
1080.0 1.0 1.0 1.0 900.0 800.0 297.45 297.5 0.0025 1.0 0.006 0.010625
1140.0 1.0 1.0 1.0 900.0 800.0 297.8 297.5 0.0025 1.0 0.006 0.0085
1200.0 1.0 1.0 2.0 900.0 1000.0 297.8 297.5 0.0 0.0 0.0 0.0
1260.0 1.0 1.0 2.0 900.0 1000.0 297.8 297.5 0.0 0.0 0.0 0.0
1320.0 1.0 1.0 2.0 900.0 1000.0 297.8 297.5 0.0 0.0 0.0 0.0
1380.0 1.0 1.0 2.0 900.0 1000.0 297.8 297.5 0.0 0.0 0.0 0.0
1440.0 1.0 1.0 2.0 900.0 1000.0 297.8 297.5 0.0 0.0 0.0 0.0
1500.0 1.0 1.0 2.0 900.0 1000.0 297.8 297.5 0.0 0.0 0.0 0.0
1560.0 1.0 1.0 2.0 900.0 1000.0 297.8 297.5 0.0 0.0 0.0 0.0
1620.0 1.0 1.0 2.0 900.0 1000.0 297.8 297.5 0.0 0.0 0.0 0.0
1680.0 1.0 0.0 1.0 900.0 1000.0 297.8 297.5 0.0 0.0 0.0 0.0
1740.0 1.0 0.0 1.0 900.0 1000.0 297.8 297.5 0.0 0.0 0.0 0.0
1800.0 1.0 0.0 1.0 900.0 1000.0 297.8 297.5 0.0 0.0 0.0 0.0
1860.0 1.0 0.0 1.0 900.0 1000.0 297.8 297.5 0.0 0.0 0.0 0.0
1920.0 1.0 0.0 1.0 900.0 1000.0 297.8 297.5 0.0 0.0 0.0 0.0
1980.0 1.0 0.0 1.0 900.0 1000.0 297.8 297.5 0.0 0.0 0.0 0.0
2040.0 1.0 0.0 1.0 900.0 1000.0 297.8 297.5 0.0 0.0 0.0 0.0
2100.0 1.0 0.0 1.0 900.0 1000.0 297.8 297.5 0.0 0.0 0.0 0.0
2160.0 0.0 1.0 1.0 900.0 1000.0 297.8 297.5 0.0 0.0 0.0 0.0
2220.0 0.0 1.0 1.0 900.0 1000.0 297.8 297.5 0.0 0.0 0.0 0.0
2280.0 0.0 1.0 1.0 900.0 1000.0 297.8 297.5 0.0 0.0 0.0 0.0
2340.0 0.0 1.0 1.0 900.0 1000.0 297.8 297.5 0.0 0.0 0.0 0.0
2400.0 0.0 1.0 1.0 900.0 1000.0 297.2 297.5 0.0 0.0 0.0 0.0
2460.0 0.0 1.0 1.0 900.0 1000.0 297.2 297.5 0.0 0.0 0.0 0.0
2520.0 0.0 1.0 1.0 900.0 1000.0 297.2 297.5 0.0 0.0 0.0 0.0
2580.0 0.0 1.0 1.0 900.0 1000.0 297.2 297.5 0.0 0.0 0.0 0.0
2640.0 1.0 1.0 1.0 1000.0 900.0 297.0 297.5 0.0025 1.0 0.006 0.010625
2700.0 1.0 1.0 1.0 1000.0 900.0 297.0 297.5 0.0025 1.0 0.006 0.010625
2760.0 1.0 1.0 1.0 1000.0 900.0 297.0 297.5 0.0025 1.0 0.006 0.010625
2820.0 1.0 1.0 1.0 1000.0 900.0 297.0 297.5 0.0025 1.0 0.006 0.010625
2880.0 1.0 1.0 1.0 1000.0 900.0 297.0 297.5 0.0025 1.0 0.006 0.010625
2940.0 1.0 1.0 1.0 1000.0 900.0 297.0 297.5 0.0025 1.0 0.006 0.010625
3000.0 1.0 1.0 1.0 1000.0 900.0 297.0 297.5 0.0025 1.0 0.006 0.010625
3060.0 1.0 1.0 1.0 1000.0 900.0 297.0 297.5 0.0025 1.0 0.006 0.010625
3120.0 0.0 0.0 4.0 1000.0 900.0 297.0 297.5 0.0 0.0 0.0 0.0
3180.0 0.0 0.0 4.0 1000.0 900.0 297.0 297.5 0.0 0.0 0.0 0.0
3240.0 1.0 1.0 1.0 1000.0 1050.0 297.9 297.5 0.005 1.5 0.006 0.011
3300.0 1.0 1.0 1.0 1000.0 1050.0 297.9 297.5 0.005 1.5 0.006 0.011
3360.0 1.0 1.0 1.0 1000.0 1050.0 297.9 297.5 0.005 1.5 0.006 0.011
3420.0 1.0 1.0 1.0 1000.0 1050.0 297.9 297.5 0.005 1.5 0.006 0.011
3480.0 1.0 1.0 1.0 1000.0 1050.0 297.9 297.5 0.005 1.5 0.006 0.011
3540.0 1.0 1.0 1.0 1000.0 1050.0 297.9 297.5 0.005 1.5 0.006 0.011
